ïagno;rbd;dgv_rbd;nom_rbd;cod_reg_rbd;cod_pro_rbd;cod_com_rbd;nom_com_rbd;cod_depe;rural_rbd;pago_matricula;pago_mensual;ori_religiosa;ens_01;ens_02;ens_03;ens_04;ens_05;ens_06;ens_07;ens_08;ens_09
2013;7167;6;ESCUELA RURAL NAPOLES;14;142;14201;LA UNION;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7168;4;ESCUELA RURAL LLANCACURA;14;142;14201;LA UNION;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7170;6;ESCUELA RURAL MASHUE;14;142;14201;LA UNION;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7172;2;ESCUELA RURAL PILPILCAHUIN;14;142;14201;LA UNION;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7173;0;ESCUELA RURAL EL HUAPE;14;142;14201;LA UNION;2;1;Gratuito;$1.000 a $10.000;2;110;0;0;0;0;0;0;0;0
2013;7174;9;ESCUELA RURAL LOS CHILCOS;14;142;14201;LA UNION;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7178;1;ESCUELA RURAL HUACAHUE;14;142;14201;LA UNION;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7180;3;COLEGIO ALEMAN R.A. PHILIPPI;14;142;14201;LA UNION;4;0;MÃ¡s de $100.000;MÃ¡s de $100.000;1;10;110;310;0;0;0;0;0;0
2013;7181;1;COLEGIO SANTA MARTA;14;142;14201;LA UNION;3;0;Gratuito;$25.001 a $50.000;2;10;110;310;0;0;0;0;0;0
2013;7183;8;COLEGIO PADRE DAMIAN;14;142;14201;LA UNION;3;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7184;6;ESCUELA PARTICULAR CAMPO LINDO;14;141;14107;PAILLACO;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7185;4;ESCUELA PARTICULAR LOS AVELLANOS;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7186;2;ESCUELA PARTICULAR MONTES AZULES;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7187;0;ESCUELA PARTICULAR SAN MIGUEL;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7188;9;ESCUELA PARTICULAR TRES VENTANAS;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7190;0;ESCUELA PARTICULAR CUMULEUFU;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7192;7;ESCUELA PARTICULAR PUMAIHUE;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7193;5;ESCUELA PARTICULAR LAGO VERDE;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7195;1;ESCUELA PARTICULAR ROBLENTAL;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7197;8;ESCUELA PARTICULAR COPIO;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7198;6;ESCUELA PARTICULAR CHAMPEL;14;142;14201;LA UNION;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7200;1;LICEO RODULFO AMANDO PHILIPPI;14;141;14107;PAILLACO;2;0;Gratuito;Gratuito;2;299;310;363;510;610;0;0;0;0
2013;7202;8;ESCUELA PROYECTO DE FUTURO;14;141;14107;PAILLACO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7203;6;ESCUELA OLEGARIO MORALES OLIVA;14;141;14107;PAILLACO;2;0;Gratuito;Gratuito;1;10;110;299;0;0;0;0;0;0
2013;7204;4;ESCUELA NUEVA AURORA;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7205;2;ESCUELA ROBERTO OJEDA TORRES;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;7;10;110;0;0;0;0;0;0;0
2013;7206;0;ESCUELA RURAL 21 DE MAYO;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7212;5;ESCUELA RURAL EL NARANJO;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7214;1;ESCUELA RURAL MANAO;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7217;6;ESCUELA RURAL ESTRELLA DE CHILE;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7218;4;ESCUELA RURAL LA LUMA;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7220;6;ESCUELA RURAL LA PENA;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7225;7;ESCUELA RURAL EDUVIGES SCHULZ DE MOHR;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7227;3;ESCUELA RURAL EL ESFUERZO;14;141;14107;PAILLACO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7231;1;ESCUELA PARTICULAR ALEMANA;14;141;14107;PAILLACO;3;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7234;6;ESCUELA PARTICULAR SAN LUIS;14;141;14107;PAILLACO;3;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7236;2;LICEO VICENTE PEREZ ROSALES;14;142;14204;RIO BUENO;2;0;$1.000 a $10.000;Gratuito;1;167;310;363;0;0;0;0;0;0
2013;7237;0;ESCUELA BASICA RIO BUENO;14;142;14204;RIO BUENO;2;0;Gratuito;Gratuito;2;10;110;212;0;0;0;0;0;0
2013;7238;9;ESCUELA BASICA PATRICIO LYNCH;14;142;14204;RIO BUENO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7239;7;ESCUELA BASICA SAN JOSE DE FILUCO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7240;0;ESCUELA RURAL CRUCERO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;10;110;310;363;0;0;0;0;0
2013;7242;7;ESCUELA RURAL VIVANCO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7243;5;ESCUELA RURAL CARIMALLIN BAJO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7244;3;ESCUELA RURAL COLONIA DIUMEN;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7249;4;ESCUELA RURAL TIQUECO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7250;8;ESCUELA RURAL VALLE MANTILHUE BAJO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;10;110;212;0;0;0;0;0;0
2013;7251;6;ESCUELA RURAL LA VICTORIA;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7252;4;ESCUELA RURAL MANTILHUE ALTO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7253;2;ESCUELA RURAL CURRALHUE GRANDE;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7254;0;ESCUELA RURAL LOS COPIHUES;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7256;7;ESCUELA RURAL FOLILCO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7257;5;ESCUELA RURAL FUTAHUENTE;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7258;3;ESCUELA RURAL NOLGUEHUE;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7260;5;ESCUELA RURAL CHAMPULLI;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7261;3;ESCUELA RURAL CHIRRE;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7262;1;ESCUELA RURAL PISU-PISUE;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7266;4;ESCUELA RURAL TRAPI;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7268;0;ESCUELA RURAL CURRALHUE CHICO;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7270;2;ESCUELA RURAL TRAFUN;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7273;7;ESCUELA RURAL EL ARRAYAN;14;142;14204;RIO BUENO;2;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7276;1;COLEGIO SANTA CRUZ;14;142;14204;RIO BUENO;3;0;Gratuito;$10.001 a $25.000;2;10;110;310;0;0;0;0;0;0
2013;7279;6;ESCUELA PART LA AGUADA;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7282;6;ESCUELA PARTICULAR NUEVA LUMACO;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7283;4;ESCUELA PARTICULAR RUCATAYO;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7284;2;ESCUELA PARTICULAR NUEVA PINDACO;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7285;0;ESCUELA PARTICULAR BOQUIAL;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7286;9;ESCUELA PARTICULAR LOS CASTANOS;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7287;7;ESCUELA PARTICULAR FRUTILLAR;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7288;5;ESCUELA PARTICULAR PLAYA GRANDE;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7289;3;ESCUELA PARTICULAR TRAPI;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7290;7;ESCUELA PARTICULAR TREHUACO;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7291;5;ESCUELA PARTICULAR MANTILHUE BOQUEAL;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7292;3;ESCUELA PARTICULAR NUEVA ESPERANZA;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7295;8;ESCUELA PARTICULAR PORVENIR;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7296;6;ESCUELA PARTICULAR LOS AZADORES;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7297;4;ESCUELA RURAL SANTA ISABEL;14;142;14204;RIO BUENO;2;1;Gratuito;Sin informaciÃ³n;1;110;0;0;0;0;0;0;0;0
2013;7298;2;ESCUELA PARTICULAR EL RADAL;14;142;14204;RIO BUENO;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7299;0;LICEO ANTONIO VARAS;14;142;14203;LAGO RANCO;2;0;Gratuito;Gratuito;1;10;110;310;0;0;0;0;0;0
2013;7301;6;ESCUELA RURAL ILIHUE;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7302;4;ESCUELA RURAL PITRENO;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7303;2;ESCUELA RURAL RININAHUE;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;3;10;110;0;0;0;0;0;0;0
2013;7304;0;ESCUELA RURAL CALCURRUPE;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7305;9;ESCUELA RURAL ILLAHUAPI;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7306;7;ESCUELA RURAL QUILLIN;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7307;5;ESCUELA RURAL LA ENSENADA;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7308;3;ESCUELA RURAL LA JUNTA;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7309;1;ESCUELA RURAL PITRIUCO;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7311;3;ESCUELA PARTICULAR AUQUINCO;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7312;1;ESCUELA PARTICULAR CARRAN;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7314;8;ESCUELA PARTICULAR LOS GUINDOS;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7315;6;ESCUELA PARTICULAR RUPUMEICA;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7316;4;ESCUELA PARTICULAR POCURA;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7317;2;ESCUELA RURAL MAIHUE;14;142;14203;LAGO RANCO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7318;0;ESCUELA PARTICULAR HUEIMEN;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7319;9;ESCUELA PARTICULAR ILIHUE;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7321;0;ESCUELA PARTICULAR SAN SEBASTIAN DE CHANCOYAN;14;141;14101;VALDIVIA;3;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7322;9;ESCUELA PARTICULAR MAYAY;14;142;14203;LAGO RANCO;3;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7323;7;ESCUELA DE ADULTOS LUIS BERTIN SCHWARZENBERG;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;165;167;0;0;0;0;0;0;0
2013;7325;3;LICEO CARMELA CARVAJAL DE PRAT;10;103;10301;OSORNO;2;0;$1.000 a $10.000;$1.000 a $10.000;1;110;310;363;763;0;0;0;0;0
2013;7326;1;LICEO INDUSTRIAL DE OSORNO;10;103;10301;OSORNO;2;0;$1.000 a $10.000;Gratuito;1;510;0;0;0;0;0;0;0;0
2013;7328;8;LICEO DE RAHUE;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;310;410;610;0;0;0;0;0;0
2013;7329;6;LICEO ELEUTERIO RAMIREZ;10;103;10301;OSORNO;2;0;$1.000 a $10.000;$1.000 a $10.000;1;310;0;0;0;0;0;0;0;0
2013;7331;8;INSTITUTO COMERCIAL DE OSORNO;10;103;10301;OSORNO;2;0;$1.000 a $10.000;$1.000 a $10.000;1;410;0;0;0;0;0;0;0;0
2013;7332;6;ESCUELA JUAN RICARDO SANCHEZ;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7333;4;ESCUELA ESPANA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7334;2;ESCUELA BASICA EFRAIN CAMPANA SILVA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7335;0;ESCUELA  SUIZA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7336;9;ESCUELA PAUL HARRIS;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7337;7;ESCUELA GARCIA HURTADO DE MENDOZA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7338;5;ESCUELA LEONILA FOLCH LOPEZ;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7339;3;ESCUELA CANADA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7340;7;ESCUELA CLAUDIO ARRAU;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7341;5;ESC. MONSENOR FRANCISCO VALDES S.;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7343;1;ESCUELA MEXICO;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7345;8;ESCUELA MODELO N_ 536;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7346;6;ESCUELA N_ 46 ITALIA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7347;4;ESCUELA BASICA LAGO RUPANCO;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7348;2;ESCUELA BASICA CARLOS CONDELL;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7349;0;ESCUELA JOSE IGNACIO ZENTENO;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7352;0;ESC. SOCIEDAD DE SOCORRO DE SENORAS;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7353;9;ESC. ESPECIAL  ANA AICHELE CARRASCO;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;211;212;0;0;0;0;0;0;0
2013;7354;7;ESCUELA RURAL LUZ Y SABER;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7355;5;ESCUELA RURAL EMILIO SURBER SCHULZ;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7356;3;ESCUELA RURAL PELLECO;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7357;1;ESCUELA RURAL PUCOIHUE;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7359;8;ESCUELA RURAL TRINQUICAHUIN;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7366;0;ESCUELA RURAL MARIA LUISA BOMBAL;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7368;7;ESCUELA RURAL SANTA ROSA;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7369;5;ESCUELA RURAL PICHIL;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7371;7;ES UELA RURAL FORRAHUE;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7372;5;ESCUELA RURAL CANCHA LARGA;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7377;6;ESCUELA BASICA WALTERIO MEYER RUSCA;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7380;6;ESCUELA RURAL LUMACO;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7381;4;ESCUELA RURAL CHACAYAL;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7382;2;ESCUELA RURAL LOS ABEDULES;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7384;9;ESCUELA RURAL TACAMO ALTO;10;103;10301;OSORNO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7385;7;ESCUELA PARTICULAR ARTURO ALESSANDRI;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7386;5;COLEGIO PARTICULAR ESPECIAL JEAN PIAGET;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;1;212;0;0;0;0;0;0;0;0
2013;7388;1;COLEGIO SAN JOSE;10;103;10301;OSORNO;3;0;Gratuito;$25.001 a $50.000;2;10;110;310;0;0;0;0;0;0
2013;7390;3;ESCUELA PARTICULAR AURORA DE CHILE;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7391;1;COLEGIO BETEL;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7395;4;ESCUELA PARTICULAR DE PARVULOS N.255 PENEQUITA;10;103;10301;OSORNO;4;0;Sin informaciÃ³n;Sin informaciÃ³n;9;10;0;0;0;0;0;0;0;0
2013;7396;2;COLEGIO BALDOMERO LILLO;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;3;10;110;0;0;0;0;0;0;0
2013;7397;0;PARVULARIO PENEQUITA DOS;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;2;10;0;0;0;0;0;0;0;0
2013;7401;2;COLEGIO SANTA MARTA DE OSORNO;10;103;10301;OSORNO;3;0;Gratuito;$25.001 a $50.000;2;10;110;310;0;0;0;0;0;0
2013;7403;9;COLEGIO WILLIAM BOOTH;10;103;10301;OSORNO;3;0;Gratuito;$10.001 a $25.000;3;10;110;0;0;0;0;0;0;0
2013;7404;7;COLEGIO RENE SORIANO BORQUEZ;10;103;10301;OSORNO;3;0;Gratuito;Gratuito;2;10;110;167;363;0;0;0;0;0
2013;7405;5;COLEGIO PARTICULAR ADVENTISTA;10;103;10301;OSORNO;3;0;Gratuito;$25.001 a $50.000;7;10;110;0;0;0;0;0;0;0
2013;7406;3;COLEGIO SAN MATEO;10;103;10301;OSORNO;4;0;MÃ¡s de $100.000;MÃ¡s de $100.000;2;10;110;310;0;0;0;0;0;0
2013;7407;1;ESCUELA PARVULARIA PEDRO AGUIRRE CERDA;10;103;10301;OSORNO;2;0;Gratuito;Gratuito;1;10;0;0;0;0;0;0;0;0
2013;7412;8;ESCUELA VIRGEN DE CANDELARIA;10;103;10301;OSORNO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7414;4;LICEO ALIANZA FRANCESA CLAUDE GAY;10;103;10301;OSORNO;4;0;MÃ¡s de $100.000;MÃ¡s de $100.000;1;10;110;310;0;0;0;0;0;0
2013;7415;2;INSTITUTO ALEMAN DE OSORNO;10;103;10301;OSORNO;4;0;MÃ¡s de $100.000;MÃ¡s de $100.000;1;10;110;310;0;0;0;0;0;0
2013;7416;0;LICEO OSORNO COLLEGE;10;103;10301;OSORNO;4;0;MÃ¡s de $100.000;MÃ¡s de $100.000;1;10;110;310;0;0;0;0;0;0
2013;7418;7;ESCUELA BASICA SAN PABLO;10;103;10307;SAN PABLO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7419;5;ESCUELA BASICA DELICIO CARDENAS;10;103;10307;SAN PABLO;2;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7420;9;ESCUELA RURAL SAN PEDRO;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7421;7;ESCUELA RURAL SAN FLORENTINO;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7422;5;ESCUELA RURAL QUITRA QUITRA;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7423;3;ESC.RURAL ALEJANDRO VASQUEZ BALDEVELLANO;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7424;1;ESCUELA BASICA VILLA CARACOL;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;1;110;0;0;0;0;0;0;0;0
2013;7427;6;ESCUEAL RURAL QUILEN;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7431;4;ESCUELA RURAL DE TRUMAO;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7432;2;ESCUELA RURAL JULIO MOHR SCHULER;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7433;0;ESCUELA RURAL LA POZA;10;103;10307;SAN PABLO;2;1;Gratuito;Gratuito;1;10;110;0;0;0;0;0;0;0
2013;7434;9;ESCUELA PARTICULAR SANTA CRUZ;10;103;10307;SAN PABLO;3;0;Gratuito;Gratuito;2;10;110;0;0;0;0;0;0;0
2013;7435;7;COLEGIO ALEMAN;10;101;10109;PUERTO VARAS;4;0;MÃ¡s de $100.000;MÃ¡s de $100.000;1;10;110;310;0;0;0;0;0;0
2013;7436;5;ESCUELA PARTICULAR QUITRA QUITRA;10;103;10307;SAN PABLO;3;1;Gratuito;Gratuito;7;110;0;0;0;0;0;0;0;0
2013;7437;3;ESCUELA PARTICULAR LOLOLHUE;10;103;10307;SAN PABLO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7438;1;ESCUELA PARTICULAR SANTA ROSA DE COFALMO;10;103;10307;SAN PABLO;3;1;Gratuito;Gratuito;2;110;0;0;0;0;0;0;0;0
2013;7440;3;ESCUELA PARTICULAR PUCOPIO;10;103;10307;SAN PABLO;3;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
2013;7441;1;COLEGIO FORESTAL QUILACAHUIN;10;103;10307;SAN PABLO;3;1;Gratuito;Gratuito;2;110;710;0;0;0;0;0;0;0
2013;7443;8;ESCUELA PARTICULAR EL ROBLE;10;103;10307;SAN PABLO;3;1;Gratuito;Gratuito;3;110;0;0;0;0;0;0;0;0
